"date_time","ti","te","td","resistor","fan"
"2021-03-19 14:35:53","38.70","27.22","63.00","100.00","0.00"
"2021-03-19 14:35:55","38.51","27.22","63.00","100.00","0.00"
"2021-03-19 14:35:56","38.51","27.22","63.00","100.00","0.00"
"2021-03-19 14:35:57","38.54","27.22","63.00","100.00","0.00"
"2021-03-19 14:35:58","40.48","27.22","63.00","100.00","0.00"
"2021-03-19 14:36:00","40.48","27.22","63.00","100.00","0.00"
"2021-03-19 14:36:01","40.61","27.23","63.00","100.00","0.00"
"2021-03-19 14:36:02","40.61","27.23","63.00","100.00","0.00"
"2021-03-19 14:36:03","40.28","27.23","63.00","100.00","0.00"
"2021-03-19 14:36:04","40.28","27.23","63.00","100.00","0.00"
"2021-03-19 14:36:06","41.22","27.23","63.00","100.00","0.00"
